Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Lng,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Steelers,479.0,298.0,62.2,8.1,3890.0,22.0,9.0,95.2,175.0,36.5,62.0,11.0,56,43.0,289.0,,,,,,,,,,,,,,,,,,,
Browns,478.0,296.0,61.9,6.7,3203.0,13.0,18.0,75.0,154.0,32.2,42.0,6.0,65,36.0,214.0,,,,,,,,,,,,,,,,,,,
Chiefs,475.0,274.0,57.7,6.7,3189.0,27.0,8.0,90.1,167.0,35.2,40.0,4.0,75T,32.0,221.0,,,,,,,,,,,,,,,,,,,
Titans,474.0,273.0,57.6,6.9,3278.0,24.0,15.0,82.6,155.0,32.7,44.0,8.0,80,27.0,171.0,,,,,,,,,,,,,,,,,,,
Jaguars,469.0,291.0,62.0,7.2,3356.0,26.0,21.0,83.4,161.0,34.3,47.0,6.0,75T,38.0,291.0,,,,,,,,,,,,,,,,,,,
Bears,466.0,276.0,59.2,7.3,3397.0,23.0,21.0,79.5,163.0,35.0,42.0,6.0,89T,56.0,382.0,,,,,,,,,,,,,,,,,,,
Chiefs,556.0,,,,,13.0,,,,,15.0,4.0,80T,,,2627.0,4.7,129.0,23.2,7.0,,,,,,,,,,,,,,
Jets,534.0,,,,,14.0,,,,,11.0,2.0,53,,,2374.0,4.4,118.0,22.1,11.0,,,,,,,,,,,,,,
Jaguars,512.0,,,,,14.0,,,,,14.0,1.0,74,,,2395.0,4.7,148.0,28.9,8.0,,,,,,,,,,,,,,
Raiders,504.0,,,,,19.0,,,,,27.0,6.0,71,,,2494.0,5.0,113.0,22.4,9.0,,,,,,,,,,,,,,
Falcons,497.0,,,,,14.0,,,,,12.0,1.0,55T,,,1891.0,3.8,111.0,22.3,4.0,,,,,,,,,,,,,,
Ravens,487.0,,,,,11.0,,,,,7.0,1.0,50,,,1831.0,3.8,97.0,19.9,6.0,,,,,,,,,,,,,,
Giants,480.0,,,,,17.0,,,,,23.0,3.0,73,,,2200.0,4.6,111.0,23.1,12.0,,,,,,,,,,,,,,
Steelers,471.0,,,,,15.0,,,,,16.0,1.0,50T,,,1924.0,4.1,106.0,22.5,9.0,,,,,,,,,,,,,,
Chargers,457.0,,,,,18.0,,,,,13.0,0.0,36,,,1810.0,4.0,94.0,20.6,13.0,,,,,,,,,,,,,,
Patriots,454.0,,,,,19.0,,,,,9.0,0.0,36,,,1973.0,4.4,119.0,26.2,2.0,,,,,,,,,,,,,,
Dolphins,445.0,,,,,8.0,,,,,5.0,2.0,51,,,1643.0,3.7,91.0,20.4,12.0,,,,,,,,,,,,,,
Vikings,441.0,,,,,16.0,,,,,11.0,2.0,80,,,1942.0,4.4,104.0,23.6,7.0,,,,,,,,,,,,,,
Buccaneers,431.0,,,,,9.0,,,,,16.0,5.0,61,,,2001.0,4.6,97.0,22.5,7.0,,,,,,,,,,,,,,
Rams,429.0,,,,,9.0,,,,,9.0,1.0,42T,,,1578.0,3.7,84.0,19.6,2.0,,,,,,,,,,,,,,
Panthers,428.0,,,,,7.0,,,,,14.0,4.0,60,,,1846.0,4.3,78.0,18.2,16.0,,,,,,,,,,,,,,
Bengals,428.0,,,,,8.0,,,,,3.0,1.0,42T,,,1522.0,3.6,85.0,19.9,11.0,,,,,,,,,,,,,,
Cowboys,428.0,,,,,10.0,,,,,11.0,1.0,60,,,1786.0,4.2,104.0,24.3,5.0,,,,,,,,,,,,,,
Eagles,428.0,,,,,18.0,,,,,19.0,6.0,62,,,2324.0,5.4,116.0,27.1,7.0,,,,,,,,,,,,,,
Texans,423.0,,,,,20.0,,,,,16.0,3.0,74,,,2042.0,4.8,118.0,27.9,5.0,,,,,,,,,,,,,,
Packers,421.0,,,,,11.0,,,,,3.0,1.0,71,,,1606.0,3.8,88.0,20.9,4.0,,,,,,,,,,,,,,
Bears,414.0,,,,,10.0,,,,,11.0,2.0,68T,,,1616.0,3.9,76.0,18.4,1.0,,,,,,,,,,,,,,
Browns,413.0,,,,,13.0,,,,,7.0,2.0,68,,,1646.0,4.0,87.0,21.1,13.0,,,,,,,,,,,,,,
Titans,406.0,,,,,13.0,,,,,15.0,5.0,76,,,1727.0,4.2,73.0,18.0,7.0,,,,,,,,,,,,,,
Lions,404.0,,,,,11.0,,,,,9.0,2.0,45,,,1613.0,4.0,83.0,20.5,6.0,,,,,,,,,,,,,,
Bills,401.0,,,,,6.0,,,,,9.0,0.0,39,,,1720.0,4.3,82.0,20.4,11.0,,,,,,,,,,,,,,
Niners,401.0,,,,,10.0,,,,,8.0,1.0,64,,,1657.0,4.1,85.0,21.2,6.0,,,,,,,,,,,,,,
Broncos,398.0,,,,,13.0,,,,,6.0,1.0,40,,,1544.0,3.9,81.0,20.4,12.0,,,,,,,,,,,,,,
Colts,393.0,,,,,13.0,,,,,7.0,3.0,49,,,1483.0,3.8,87.0,22.1,5.0,,,,,,,,,,,,,,
Seahawks,385.0,,,,,13.0,,,,,12.0,0.0,39,,,1424.0,3.7,81.0,21.0,3.0,,,,,,,,,,,,,,
Saints,380.0,,,,,9.0,,,,,7.0,2.0,55T,,,1519.0,4.0,94.0,24.7,7.0,,,,,,,,,,,,,,
Redskins,351.0,,,,,9.0,,,,,12.0,1.0,54,,,1461.0,4.2,72.0,20.5,6.0,,,,,,,,,,,,,,
Cardinals,320.0,,,,,9.0,,,,,11.0,2.0,80,,,1388.0,4.3,65.0,20.3,7.0,,,,,,,,,,,,,,
Colts,,,,,,33.0,,,,,43.0,9.0,73,,,,,,,,450.0,4700.0,10.4,253.0,56.2,3.0,,,,,,,,
Saints,,,,,,33.0,,,,,47.0,10.0,80T,,,,,,,,450.0,4636.0,10.3,236.0,52.4,2.0,,,,,,,,
Lions,,,,,,26.0,,,,,43.0,6.0,87,,,,,,,,383.0,4001.0,10.4,199.0,52.0,4.0,,,,,,,,
Cowboys,,,,,,29.0,,,,,57.0,8.0,71,,,,,,,,379.0,4208.0,11.1,201.0,53.0,8.0,,,,,,,,
Bengals,,,,,,26.0,,,,,45.0,9.0,78,,,,,,,,365.0,3988.0,10.9,205.0,56.2,4.0,,,,,,,,
Texans,,,,,,24.0,,,,,59.0,9.0,60T,,,,,,,,365.0,4370.0,12.0,222.0,60.8,3.0,,,,,,,,
Falcons,,,,,,28.0,,,,,32.0,6.0,46T,,,,,,,,361.0,3725.0,10.3,199.0,55.1,3.0,,,,,,,,
Chargers,,,,,,30.0,,,,,66.0,14.0,59,,,,,,,,359.0,4746.0,13.2,236.0,65.7,5.0,,,,,,,,
Rams,,,,,,18.0,,,,,36.0,4.0,49,,,,,,,,354.0,3512.0,9.9,179.0,50.6,2.0,,,,,,,,
Packers,,,,,,31.0,,,,,57.0,11.0,86,,,,,,,,352.0,4355.0,12.4,204.0,58.0,9.0,,,,,,,,
Redskins,,,,,,21.0,,,,,51.0,13.0,76T,,,,,,,,349.0,4261.0,12.2,194.0,55.6,8.0,,,,,,,,
Eagles,,,,,,28.0,,,,,61.0,15.0,91,,,,,,,,348.0,4215.0,12.1,188.0,54.0,6.0,,,,,,,,
Giants,,,,,,31.0,,,,,57.0,7.0,92,,,,,,,,339.0,4002.0,11.8,192.0,56.6,3.0,,,,,,,,
Dolphins,,,,,,17.0,,,,,44.0,4.0,57,,,,,,,,335.0,3755.0,11.2,189.0,56.4,3.0,,,,,,,,
Broncos,,,,,,25.0,,,,,62.0,13.0,71T,,,,,,,,334.0,4307.0,12.9,204.0,61.1,5.0,,,,,,,,
Patriots,,,,,,37.0,,,,,54.0,10.0,79,,,,,,,,331.0,4022.0,12.2,196.0,59.2,2.0,,,,,,,,
Seahawks,,,,,,14.0,,,,,39.0,11.0,87,,,,,,,,324.0,3536.0,10.9,159.0,49.1,3.0,,,,,,,,
Ravens,,,,,,25.0,,,,,40.0,7.0,67,,,,,,,,308.0,3629.0,11.8,175.0,56.8,3.0,,,,,,,,
Buccaneers,,,,,,26.0,,,,,49.0,10.0,64,,,,,,,,306.0,3564.0,11.6,172.0,56.2,6.0,,,,,,,,
Vikings,,,,,,14.0,,,,,47.0,3.0,53,,,,,,,,305.0,3327.0,10.9,159.0,52.1,3.0,,,,,,,,
Steelers,,,,,,22.0,,,,,62.0,11.0,56,,,,,,,,298.0,3890.0,13.0,175.0,58.7,3.0,,,,,,,,
Bills,,,,,,24.0,,,,,42.0,8.0,65T,,,,,,,,296.0,3371.0,11.4,166.0,56.1,8.0,,,,,,,,
Browns,,,,,,13.0,,,,,42.0,6.0,65,,,,,,,,296.0,3203.0,10.8,154.0,52.0,4.0,,,,,,,,
Jaguars,,,,,,26.0,,,,,47.0,6.0,75,,,,,,,,291.0,3356.0,11.5,161.0,55.3,3.0,,,,,,,,
Jets,,,,,,20.0,,,,,44.0,11.0,74T,,,,,,,,288.0,3420.0,11.9,171.0,59.4,3.0,,,,,,,,
Cardinals,,,,,,10.0,,,,,44.0,3.0,74,,,,,,,,285.0,3264.0,11.4,153.0,53.7,4.0,,,,,,,,
Niners,,,,,,19.0,,,,,53.0,10.0,66,,,,,,,,282.0,3613.0,12.8,149.0,52.8,3.0,,,,,,,,
Raiders,,,,,,18.0,,,,,45.0,12.0,73,,,,,,,,279.0,3471.0,12.4,159.0,57.0,4.0,,,,,,,,
Bears,,,,,,23.0,,,,,42.0,6.0,89,,,,,,,,276.0,3397.0,12.3,163.0,59.1,7.0,,,,,,,,
Chiefs,,,,,,27.0,,,,,40.0,4.0,75,,,,,,,,274.0,3189.0,11.6,167.0,61.0,2.0,,,,,,,,
Titans,,,,,,24.0,,,,,44.0,8.0,80,,,,,,,,273.0,3278.0,12.0,155.0,56.8,4.0,,,,,,,,
Panthers,,,,,,9.0,,,,,30.0,3.0,88,,,,,,,,256.0,2635.0,10.3,125.0,48.8,2.0,,,,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,20.0,44.0,0.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,19.0,43.0,0.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,19.0,64.0,0.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,18.0,48.0,0.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,18.0,51.0,1.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,17.0,48.0,1.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,16.0,32.0,0.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,15.0,41.0,2.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,14.0,46.0,2.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,14.0,41.0,0.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,14.0,39.0,0.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,13.0,28.0,0.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,13.0,39.0,0.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,13.0,40.0,0.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,13.0,50.0,0.0,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,13.0,44.0,0.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,13.0,33.0,0.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,11.0,40.0,0.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,11.0,40.0,0.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,11.0,45.0,0.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,10.0,37.0,0.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,10.0,45.0,2.0,,,,,
Niners,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,10.0,34.0,0.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,9.0,27.0,0.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,9.0,44.0,0.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,9.0,27.0,0.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,9.0,39.0,1.0,,,,,
Redskins,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,9.0,32.0,0.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,8.0,35.0,2.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,8.0,25.0,0.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,7.0,17.0,0.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,6.0,33.0,0.0,,,,,
Lions,,,,,,,,,,,,,,,,83.0,,20.5,,,199.0,,,52.0,,,,,,242.0,97.0,16.0,10.0,1064.0
Falcons,,,,,,,,,,,,,,,,111.0,,22.3,,,199.0,,,55.1,,,,,,240.0,112.0,15.0,11.0,1097.0
Rams,,,,,,,,,,,,,,,,84.0,,19.6,,,179.0,,,50.6,,,,,,235.0,78.0,15.0,8.0,1053.0
Jets,,,,,,,,,,,,,,,,118.0,,22.1,,,171.0,,,59.4,,,,,,235.0,93.0,14.0,5.0,1087.0
Dolphins,,,,,,,,,,,,,,,,91.0,,20.4,,,189.0,,,56.4,,,,,,230.0,92.0,10.0,3.0,1040.0
Panthers,,,,,,,,,,,,,,,,78.0,,18.2,,,125.0,,,48.8,,,,,,227.0,69.0,23.0,10.0,962.0
Chiefs,,,,,,,,,,,,,,,,129.0,,23.2,,,167.0,,,61.0,,,,,,226.0,83.0,23.0,10.0,1063.0
Bengals,,,,,,,,,,,,,,,,85.0,,19.9,,,205.0,,,56.2,,,,,,224.0,87.0,19.0,13.0,1046.0
Raiders,,,,,,,,,,,,,,,,113.0,,22.4,,,159.0,,,57.0,,,,,,220.0,75.0,20.0,8.0,1039.0
Steelers,,,,,,,,,,,,,,,,106.0,,22.5,,,175.0,,,58.7,,,,,,218.0,94.0,5.0,2.0,993.0
Saints,,,,,,,,,,,,,,,,94.0,,24.7,,,236.0,,,52.4,,,,,,217.0,106.0,11.0,5.0,1067.0
Eagles,,,,,,,,,,,,,,,,116.0,,27.1,,,188.0,,,54.0,,,,,,214.0,85.0,13.0,9.0,1038.0
Seahawks,,,,,,,,,,,,,,,,81.0,,21.0,,,159.0,,,49.1,,,,,,214.0,76.0,17.0,6.0,964.0
Niners,,,,,,,,,,,,,,,,85.0,,21.2,,,149.0,,,52.8,,,,,,213.0,68.0,16.0,8.0,945.0
Bills,,,,,,,,,,,,,,,,82.0,,20.4,,,166.0,,,56.1,,,,,,211.0,80.0,24.0,11.0,954.0
Cowboys,,,,,,,,,,,,,,,,104.0,,24.3,,,201.0,,,53.0,,,,,,211.0,86.0,22.0,13.0,1035.0
Buccaneers,,,,,,,,,,,,,,,,97.0,,22.5,,,172.0,,,56.2,,,,,,211.0,89.0,14.0,10.0,955.0
Ravens,,,,,,,,,,,,,,,,97.0,,19.9,,,175.0,,,56.8,,,,,,210.0,82.0,10.0,4.0,1018.0
Cardinals,,,,,,,,,,,,,,,,65.0,,20.3,,,153.0,,,53.7,,,,,,209.0,58.0,18.0,7.0,931.0
Redskins,,,,,,,,,,,,,,,,72.0,,20.5,,,194.0,,,55.6,,,,,,208.0,61.0,12.0,6.0,1002.0
Broncos,,,,,,,,,,,,,,,,81.0,,20.4,,,204.0,,,61.1,,,,,,207.0,67.0,19.0,6.0,1018.0
Giants,,,,,,,,,,,,,,,,111.0,,23.1,,,192.0,,,56.6,,,,,,206.0,74.0,11.0,3.0,1035.0
Packers,,,,,,,,,,,,,,,,88.0,,20.9,,,204.0,,,58.0,,,,,,205.0,85.0,13.0,5.0,1000.0
Vikings,,,,,,,,,,,,,,,,104.0,,23.6,,,159.0,,,52.1,,,,,,205.0,71.0,17.0,8.0,982.0
Chargers,,,,,,,,,,,,,,,,94.0,,20.6,,,236.0,,,65.7,,,,,,205.0,92.0,13.0,5.0,1039.0
Titans,,,,,,,,,,,,,,,,73.0,,18.0,,,155.0,,,56.8,,,,,,204.0,71.0,14.0,8.0,907.0
Colts,,,,,,,,,,,,,,,,87.0,,22.1,,,253.0,,,56.2,,,,,,204.0,91.0,8.0,5.0,1088.0
Jaguars,,,,,,,,,,,,,,,,148.0,,28.9,,,161.0,,,55.3,,,,,,203.0,81.0,25.0,16.0,1019.0
Browns,,,,,,,,,,,,,,,,87.0,,21.1,,,154.0,,,52.0,,,,,,202.0,75.0,7.0,5.0,927.0
Patriots,,,,,,,,,,,,,,,,119.0,,26.2,,,196.0,,,59.2,,,,,,197.0,95.0,14.0,7.0,986.0
Bears,,,,,,,,,,,,,,,,76.0,,18.4,,,163.0,,,59.1,,,,,,195.0,64.0,7.0,2.0,936.0
Texans,,,,,,,,,,,,,,,,118.0,,27.9,,,222.0,,,60.8,,,,,,192.0,79.0,19.0,9.0,1029.0
Lions,666.0,423.0,63.5,7.6,5071.0,41.0,16.0,97.2,244.0,36.6,65.0,16.0,73T,36.0,257.0,,,,,,,,,,,,,,,,,,,
Saints,662.0,472.0,71.3,8.3,5505.0,46.0,14.0,110.5,280.0,42.3,69.0,11.0,79T,24.0,158.0,,,,,,,,,,,,,,,,,,,
Patriots,612.0,402.0,65.7,8.6,5257.0,39.0,12.0,105.7,262.0,42.8,72.0,14.0,99T,32.0,173.0,,,,,,,,,,,,,,,,,,,
Falcons,594.0,365.0,61.4,7.4,4365.0,29.0,13.0,91.1,215.0,36.2,56.0,10.0,80T,26.0,173.0,,,,,,,,,,,,,,,,,,,
Redskins,591.0,346.0,58.5,6.9,4058.0,19.0,24.0,73.3,204.0,34.5,57.0,7.0,51T,41.0,285.0,,,,,,,,,,,,,,,,,,,
Giants,589.0,359.0,61.0,8.4,4933.0,29.0,16.0,92.9,216.0,36.7,67.0,18.0,99T,28.0,199.0,,,,,,,,,,,,,,,,,,,
Buccaneers,588.0,365.0,62.1,6.5,3838.0,17.0,24.0,73.6,180.0,30.6,37.0,6.0,65,32.0,188.0,,,,,,,,,,,,,,,,,,,
Titans,584.0,353.0,60.4,7.0,4113.0,22.0,14.0,84.4,185.0,31.7,51.0,14.0,80T,24.0,190.0,,,,,,,,,,,,,,,,,,,
Chargers,582.0,366.0,62.9,8.0,4624.0,27.0,20.0,88.7,234.0,40.2,69.0,8.0,58,30.0,198.0,,,,,,,,,,,,,,,,,,,
Bills,578.0,356.0,61.6,6.7,3857.0,24.0,25.0,77.0,180.0,31.1,48.0,8.0,60,23.0,154.0,,,,,,,,,,,,,,,,,,,
Browns,570.0,320.0,56.1,5.8,3300.0,16.0,13.0,72.8,173.0,30.4,32.0,6.0,76,39.0,210.0,,,,,,,,,,,,,,,,,,,
Cowboys,570.0,376.0,66.0,7.8,4453.0,33.0,12.0,100.1,219.0,38.4,58.0,11.0,77,39.0,252.0,,,,,,,,,,,,,,,,,,,
Eagles,554.0,330.0,59.6,7.7,4276.0,22.0,25.0,78.3,197.0,35.6,64.0,10.0,73T,32.0,166.0,,,,,,,,,,,,,,,,,,,
Packers,552.0,376.0,68.1,9.4,5161.0,51.0,8.0,122.6,230.0,41.7,70.0,16.0,93,41.0,237.0,,,,,,,,,,,,,,,,,,,
Cardinals,550.0,307.0,55.8,7.2,3954.0,21.0,23.0,73.9,175.0,31.8,55.0,15.0,73,54.0,387.0,,,,,,,,,,,,,,,,,,,
Rams,549.0,292.0,53.2,5.9,3258.0,9.0,10.0,69.0,159.0,29.0,37.0,3.0,68,55.0,388.0,,,,,,,,,,,,,,,,,,,
Jets,547.0,310.0,56.7,6.5,3542.0,26.0,18.0,78.4,173.0,31.6,41.0,3.0,74T,40.0,245.0,,,,,,,,,,,,,,,,,,,
Ravens,544.0,314.0,57.7,6.7,3629.0,21.0,12.0,81.7,181.0,33.3,44.0,7.0,74,33.0,206.0,,,,,,,,,,,,,,,,,,,
Steelers,539.0,341.0,63.3,8.0,4333.0,21.0,15.0,89.7,221.0,41.0,60.0,10.0,95T,42.0,279.0,,,,,,,,,,,,,,,,,,,
Bengals,535.0,308.0,57.6,6.6,3507.0,21.0,14.0,79.6,160.0,29.9,51.0,11.0,84,25.0,167.0,,,,,,,,,,,,,,,,,,,
Colts,534.0,302.0,56.6,6.0,3223.0,14.0,14.0,72.2,170.0,31.8,32.0,6.0,87T,35.0,228.0,,,,,,,,,,,,,,,,,,,
Raiders,524.0,315.0,60.1,7.9,4119.0,20.0,23.0,79.4,186.0,35.5,63.0,14.0,78T,25.0,157.0,,,,,,,,,,,,,,,,,,,
Panthers,519.0,312.0,60.1,7.9,4089.0,21.0,17.0,84.8,175.0,33.7,66.0,9.0,91T,35.0,260.0,,,,,,,,,,,,,,,,,,,
Vikings,510.0,286.0,56.1,6.4,3255.0,20.0,17.0,74.6,159.0,31.2,41.0,7.0,72,49.0,298.0,,,,,,,,,,,,,,,,,,,
Seahawks,509.0,299.0,58.7,6.8,3444.0,15.0,14.0,77.6,153.0,30.1,51.0,9.0,61,50.0,339.0,,,,,,,,,,,,,,,,,,,
Chiefs,500.0,299.0,59.8,6.6,3288.0,13.0,18.0,73.0,163.0,32.6,39.0,7.0,52,34.0,208.0,,,,,,,,,,,,,,,,,,,
Bears,473.0,268.0,56.7,7.1,3346.0,18.0,20.0,73.8,153.0,32.4,43.0,7.0,81,49.0,335.0,,,,,,,,,,,,,,,,,,,
Jaguars,469.0,240.0,51.2,5.4,2510.0,12.0,15.0,62.2,122.0,26.0,30.0,4.0,74T,44.0,331.0,,,,,,,,,,,,,,,,,,,
Dolphins,469.0,280.0,59.7,7.3,3425.0,20.0,13.0,84.9,166.0,35.4,56.0,7.0,65T,52.0,334.0,,,,,,,,,,,,,,,,,,,
Texans,467.0,288.0,61.7,7.9,3696.0,20.0,9.0,92.7,176.0,37.7,55.0,11.0,80,33.0,190.0,,,,,,,,,,,,,,,,,,,
Niners,451.0,277.0,61.4,7.1,3193.0,18.0,5.0,91.4,150.0,33.3,41.0,6.0,56,44.0,263.0,,,,,,,,,,,,,,,,,,,
Broncos,429.0,217.0,50.6,6.3,2708.0,20.0,13.0,73.4,130.0,30.3,36.0,8.0,56,42.0,274.0,,,,,,,,,,,,,,,,,,,
Broncos,546.0,,,,,11.0,,,,,20.0,1.0,60,,,2632.0,4.8,129.0,23.6,11.0,,,,,,,,,,,,,,
Texans,546.0,,,,,18.0,,,,,13.0,4.0,56,,,2448.0,4.5,130.0,23.8,10.0,,,,,,,,,,,,,,
Niners,498.0,,,,,14.0,,,,,16.0,4.0,55,,,2044.0,4.1,101.0,20.3,5.0,,,,,,,,,,,,,,
Jaguars,489.0,,,,,9.0,,,,,10.0,3.0,56,,,1970.0,4.0,103.0,21.1,13.0,,,,,,,,,,,,,,
Chiefs,487.0,,,,,5.0,,,,,13.0,0.0,34T,,,1893.0,3.9,89.0,18.3,5.0,,,,,,,,,,,,,,
Dolphins,469.0,,,,,11.0,,,,,11.0,1.0,76T,,,1987.0,4.2,89.0,19.0,13.0,,,,,,,,,,,,,,
Raiders,466.0,,,,,16.0,,,,,21.0,4.0,70T,,,2110.0,4.5,110.0,23.6,7.0,,,,,,,,,,,,,,
Ravens,459.0,,,,,15.0,,,,,13.0,5.0,70,,,1996.0,4.4,98.0,21.4,6.0,,,,,,,,,,,,,,
Bears,456.0,,,,,10.0,,,,,18.0,4.0,46,,,2015.0,4.4,96.0,21.0,7.0,,,,,,,,,,,,,,
Bengals,455.0,,,,,10.0,,,,,6.0,1.0,42T,,,1778.0,3.9,93.0,20.4,7.0,,,,,,,,,,,,,,
Falcons,453.0,,,,,14.0,,,,,11.0,4.0,81T,,,1834.0,4.0,100.0,22.1,4.0,,,,,,,,,,,,,,
Eagles,450.0,,,,,20.0,,,,,20.0,3.0,60,,,2276.0,5.1,134.0,29.8,9.0,,,,,,,,,,,,,,
Vikings,448.0,,,,,18.0,,,,,19.0,5.0,67,,,2318.0,5.2,118.0,26.3,7.0,,,,,,,,,,,,,,
Panthers,445.0,,,,,26.0,,,,,24.0,3.0,74,,,2408.0,5.4,139.0,31.2,3.0,,,,,,,,,,,,,,
Seahawks,444.0,,,,,15.0,,,,,8.0,3.0,48,,,1756.0,4.0,89.0,20.0,8.0,,,,,,,,,,,,,,
Jets,443.0,,,,,14.0,,,,,7.0,0.0,31,,,1692.0,3.8,90.0,20.3,8.0,,,,,,,,,,,,,,
Patriots,438.0,,,,,18.0,,,,,5.0,0.0,33,,,1764.0,4.0,107.0,24.4,3.0,,,,,,,,,,,,,,
Chargers,436.0,,,,,16.0,,,,,13.0,2.0,41,,,1864.0,4.3,97.0,22.2,8.0,,,,,,,,,,,,,,
Steelers,434.0,,,,,13.0,,,,,9.0,3.0,76,,,1903.0,4.4,96.0,22.1,5.0,,,,,,,,,,,,,,
Saints,431.0,,,,,16.0,,,,,14.0,0.0,36,,,2127.0,4.9,116.0,26.9,3.0,,,,,,,,,,,,,,
Browns,415.0,,,,,4.0,,,,,7.0,1.0,40T,,,1531.0,3.7,77.0,18.6,10.0,,,,,,,,,,,,,,
Giants,411.0,,,,,17.0,,,,,4.0,0.0,37T,,,1427.0,3.5,84.0,20.4,6.0,,,,,,,,,,,,,,
Rams,409.0,,,,,7.0,,,,,7.0,2.0,47,,,1667.0,4.1,79.0,19.3,6.0,,,,,,,,,,,,,,
Cowboys,408.0,,,,,5.0,,,,,11.0,3.0,91,,,1807.0,4.4,91.0,22.3,8.0,,,,,,,,,,,,,,
Redskins,400.0,,,,,8.0,,,,,10.0,0.0,39T,,,1614.0,4.0,79.0,19.8,4.0,,,,,,,,,,,,,,
Packers,395.0,,,,,12.0,,,,,8.0,2.0,47,,,1558.0,3.9,89.0,22.5,4.0,,,,,,,,,,,,,,
Bills,391.0,,,,,12.0,,,,,17.0,3.0,80T,,,1921.0,4.9,99.0,25.3,10.0,,,,,,,,,,,,,,
Cardinals,389.0,,,,,12.0,,,,,7.0,2.0,71T,,,1625.0,4.2,83.0,21.3,8.0,,,,,,,,,,,,,,
Colts,382.0,,,,,8.0,,,,,7.0,2.0,80,,,1594.0,4.2,69.0,18.1,7.0,,,,,,,,,,,,,,
Titans,376.0,,,,,8.0,,,,,14.0,1.0,48,,,1438.0,3.8,71.0,18.9,5.0,,,,,,,,,,,,,,
Lions,356.0,,,,,9.0,,,,,8.0,3.0,88,,,1523.0,4.3,71.0,19.9,6.0,,,,,,,,,,,,,,
Buccaneers,346.0,,,,,9.0,,,,,7.0,1.0,54T,,,1458.0,4.2,74.0,21.4,8.0,,,,,,,,,,,,,,
Saints,,,,,,46.0,,,,,69.0,11.0,79,,,,,,,,472.0,5505.0,11.7,280.0,59.3,3.0,,,,,,,,
Lions,,,,,,41.0,,,,,65.0,16.0,73,,,,,,,,423.0,5071.0,12.0,244.0,57.7,4.0,,,,,,,,
Patriots,,,,,,39.0,,,,,72.0,14.0,99,,,,,,,,402.0,5257.0,13.1,262.0,65.2,1.0,,,,,,,,
Cowboys,,,,,,33.0,,,,,58.0,11.0,77,,,,,,,,376.0,4453.0,11.8,219.0,58.2,5.0,,,,,,,,
Packers,,,,,,51.0,,,,,70.0,16.0,93,,,,,,,,376.0,5161.0,13.7,230.0,61.2,1.0,,,,,,,,
